0,0.91381836,-0.26660156,0.32055664,-5.0609756,5.182927,-13.841464
0,0.923584,-0.25146484,0.32226563,-3.75,6.9817076,-16.341463
0,0.9116211,-0.22802734,0.31762695,-6.52439,9.146341,-16.67683
0,0.9133301,-0.19555664,0.3137207,-15.182927,11.067074,-16.859756
0,0.8935547,-0.1821289,0.31982422,-20.884148,10.457317,-17.621952
0,0.9313965,-0.17260742,0.32299805,-25.15244,11.036586,-19.84756
0,0.91259766,-0.15014648,0.3112793,-29.45122,9.786586,-24.664635
0,0.8798828,-0.15820313,0.3154297,-28.04878,7.256098,-28.20122
0,0.90893555,-0.18432617,0.3125,-19.268293,5.304878,-31.768293
0,0.8972168,-0.20922852,0.30273438,-2.8048782,0.45731708,-32.743904
0,0.93115234,-0.20654297,0.3137207,4.72561,-1.7682927,-34.57317
0,0.9511719,-0.21166992,0.3317871,7.3475614,-3.3841465,-34.298782
0,0.88964844,-0.1652832,0.32470703,-5.2134147,-2.8048782,-33.993904
0,0.8774414,-0.17041016,0.31567383,-28.59756,-1.1890244,-35
0,0.87231445,-0.23925781,0.31567383,-39.969513,0.79268295,-35.914635
0,0.8395996,-0.27246094,0.35205078,-33.780487,0.09146342,-36.341465
0,0.8327637,-0.25561523,0.36816406,-33.75,1.25,-37.591465
0,0.8300781,-0.26953125,0.36987305,-42.896343,2.9268293,-38.689026
0,0.8364258,-0.37158203,0.4152832,-33.292683,4.2073174,-35.182926
0,0.8522949,-0.36450195,0.44848633,-18.140244,4.664634,-28.62805
0,0.87475586,-0.34057617,0.4440918,-14.207317,6.402439,-21.646341
0,0.8996582,-0.36279297,0.4650879,-15.487805,5.6097565,-12.530488
0,0.8779297,-0.35961914,0.4501953,-16.036585,5.5792685,-2.8963416
0,0.8820801,-0.35986328,0.4326172,-16.006098,3.262195,3.7195122
0,1.0974121,-0.4362793,0.40161133,-2.5304878,-1.9817073,12.5
0,1.2963867,-0.45263672,0.38842773,13.658537,-5.792683,20
0,1.1345215,-0.35058594,0.3347168,18.231709,-6.4634147,32.317074
0,0.74902344,-0.28564453,0.28735352,11.310976,-9.512196,62.591465
0,0.7783203,-0.35546875,0.23339844,37.5,-15.213415,88.414635
0,0.98779297,-0.3828125,0.19384766,82.164635,-22.65244,102.46951
0,1.203125,-0.2902832,0.11352539,104.48171,-8.018292,114.5122
1,1.1137695,-0.18920898,0.107666016,76.73781,2.1341465,115.243904
1,0.9992676,-0.17651367,0.14379883,40.487804,-1.5853659,115.7622
1,0.8874512,-0.17919922,0.17260742,7.1341467,-5.4573174,111.31098
1,0.7824707,-0.22045898,0.19018555,-8.902439,-14.512196,103.78049
1,0.7956543,-0.27685547,0.21606445,-12.77439,-19.87805,89.57317
1,0.7807617,-0.33740234,0.20898438,-0.6097561,-20.15244,64.14634
1,0.8173828,-0.35717773,0.22070313,28.75,-23.140244,47.042683
1,0.9421387,-0.30908203,0.24121094,54.60366,-19.359756,27.530489
1,1.0717773,-0.27929688,0.25463867,67.37805,-16.25,-5.9451222
1,1.0698242,-0.22875977,0.2692871,60.27439,-16.432928,-33.90244
1,1.0820313,-0.203125,0.28833008,33.719513,-13.902439,-57.40854
1,1.3344727,-0.2475586,0.2421875,-7.378049,-21.40244,-94.14635
1,1.1516113,-0.32373047,0.30126953,-32.19512,-38.323174,-125.64024
1,0.9199219,-0.41308594,0.39208984,-39.359756,-40.42683,-130.79268
1,0.87060547,-0.38012695,0.33740234,-3.140244,-29.756098,-99.29878
1,0.94189453,-0.29882813,0.23730469,32.865856,-30.884148,-70.914635
1,0.91625977,-0.26391602,0.19506836,56.55488,-28.963415,-46.189026
1,0.8720703,-0.1652832,0.2290039,52.591465,-21.615854,-17.134148
1,0.7253418,-0.10498047,0.27392578,17.987804,-13.109756,-6.646342
1,0.64453125,-0.14794922,0.2956543,-29.573172,-2.957317,-2.7743902
1,0.69189453,-0.1953125,0.29907227,-72.46951,15.731708,0.945122
1,0.6816406,-0.26049805,0.28442383,-80.67073,20.457317,1.0670732
1,0.71313477,-0.31274414,0.2878418,-68.10976,20.060976,-1.5243902
1,0.76831055,-0.3474121,0.33691406,-43.44512,18.62805,-3.6585367
1,0.85791016,-0.3630371,0.38989258,-24.634148,14.756098,-9.72561
1,0.9470215,-0.40234375,0.45336914,-9.847561,8.170732,-18.62805
1,1.1494141,-0.4897461,0.50512695,6.8292685,-1.2804878,-27.896341
1,1.5834961,-0.5690918,0.5397949,29.542685,0.030487806,-30.823172
1,1.2585449,-0.44555664,0.45776367,36.82927,5.6097565,-26.737806
1,0.72216797,-0.33544922,0.27270508,20.57927,27.957317,20.609756
1,0.8977051,-0.34545898,0.25195313,53.719513,15.457317,59.02439
2,1.057373,-0.3618164,0.23291016,92.5,15.243903,74.939026
2,1.0410156,-0.33203125,0.19702148,100.121956,27.134148,81.64635
2,0.9729004,-0.25219727,0.20678711,77.98781,32.22561,89.60366
2,0.82421875,-0.17163086,0.20654297,39.573174,36.0061,93.84147
2,0.7302246,-0.1694336,0.18383789,-19.634148,37.80488,98.53659
2,0.77246094,-0.2409668,0.18652344,-45.70122,31.737806,97.560974
2,0.80615234,-0.28759766,0.16845703,-45.670734,28.018293,91.98171
2,0.90527344,-0.27954102,0.15649414,-29.207317,21.524391,78.871956
2,1.0744629,-0.29052734,0.1953125,-9.908537,16.646341,59.390244
2,1.1508789,-0.20385742,0.21875,4.359756,15.853659,36.371952
2,1.0571289,-0.083740234,0.2854004,-7.378049,11.768293,3.4756098
2,1.2260742,-0.06933594,0.29052734,-18.871952,3.140244,-27.37805
2,1.4807129,-0.1796875,0.28295898,-32.530487,-11.25,-66.34146
2,1.0427246,-0.3239746,0.42333984,-33.140244,-37.10366,-113.871956
2,0.79711914,-0.27856445,0.5070801,-12.469513,-35.670734,-121.15854
2,0.8334961,-0.24169922,0.45336914,7.865854,-31.006098,-106.493904
2,0.91259766,-0.15039063,0.3010254,16.646341,-24.481709,-85.60976
2,0.89038086,-0.09814453,0.23388672,3.262195,-20.243902,-80.82317
2,0.84033203,-0.122558594,0.22680664,-14.512196,-12.957317,-80.67073
2,0.71435547,-0.16821289,0.28710938,-45.762196,-6.1890244,-84.20732
2,0.69506836,-0.22924805,0.27148438,-87.621956,11.219513,-81.61585
2,0.7102051,-0.3137207,0.23754883,-106.34147,26.067074,-71.493904
2,0.7861328,-0.38500977,0.2685547,-74.05488,23.04878,-66.310974
2,0.8574219,-0.41308594,0.34765625,-61.55488,20.57927,-64.085365
2,0.89160156,-0.46069336,0.43017578,-58.23171,17.195122,-61.67683
2,0.91381836,-0.47924805,0.45092773,-48.871952,7.77439,-64.756096
2,0.9758301,-0.52734375,0.44189453,-45.94512,5.304878,-58.78049
2,1.3095703,-0.685791,0.42114258,-24.573172,-2.6219513,-41.95122
2,1.4692383,-0.7302246,0.4609375,39.634148,-12.042684,-5.518293
2,0.8874512,-0.5163574,0.39453125,57.560978,-7.1341467,27.804878
2,0.7121582,-0.37036133,0.30566406,76.40244,-6.25,90.914635
3,1.0397949,-0.33081055,0.22338867,102.59147,-11.158537,128.20122
3,1.0820313,-0.3552246,0.19091797,113.44512,0.24390244,136.79878
3,1.1044922,-0.35107422,0.19384766,118.04878,7.9573174,138.90244
3,1.0324707,-0.18261719,0.203125,99.29878,24.085367,143.47562
3,0.9099121,-0.09741211,0.1862793,47.80488,36.920734,146.25
3,0.8461914,-0.1472168,0.17871094,-7.7439027,38.841465,143.0183
3,0.9477539,-0.25927734,0.19677734,-42.439026,32.439026,131.37195
3,1.0490723,-0.3161621,0.21850586,-41.432926,28.140245,117.53049
3,1.1391602,-0.3112793,0.22631836,-26.036587,25.487806,98.38415
3,1.2214355,-0.2043457,0.20654297,-5.2134147,24.024391,65.03049
3,1.1000977,-0.06323242,0.22070313,-4.542683,18.323172,41.737804
3,1.1276855,-0.001953125,0.26367188,-10.762196,11.25,18.292683
3,1.2341309,-0.10595703,0.26049805,-23.719513,-8.628049,-48.140244
3,0.99243164,-0.3083496,0.37329102,-21.95122,-33.963417,-100.03049
3,0.8474121,-0.34838867,0.4716797,-2.1036587,-34.512196,-129.11586
3,0.87060547,-0.24609375,0.42236328,37.80488,-37.073174,-127.04269
3,0.9748535,-0.22973633,0.3334961,66.85976,-41.615856,-122.5
3,0.9536133,-0.21289063,0.31079102,76.21951,-47.621952,-122.77439
3,0.80126953,-0.13964844,0.31689453,38.292683,-40.97561,-121.98171
3,0.71728516,-0.12719727,0.33789063,-8.47561,-33.048782,-123.44512
3,0.7636719,-0.19921875,0.33911133,-60.73171,-18.20122,-125
3,0.81396484,-0.33007813,0.2915039,-94.32927,7.1036587,-113.29269
3,0.7832031,-0.3474121,0.27319336,-94.72561,11.310976,-100.73171
3,0.7895508,-0.40893555,0.31103516,-90.48781,9.603659,-88.47561
